thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
0,0,0,[np.float64(0.4638888888888889)],[np.float64(0.20277777777777778)],[1],[0],[0],[1.7399718000087887],['Target'],0,0,0,0,0.0386527,,5,0.0242757,0.0386527,0.0386527,0.0242903,1.7643332,[np.float64(0.4638888888888889)],[np.float64(0.20277777777777778)],[1],[0],[0],[1.7399718000087887],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
1,0,1,[np.float64(0.37083333333333335)],[np.float64(-0.10694444444444444)],[1],[0],[0],[0.9536774000152946],['Target'],1,0,1,0,1.8052507,,10,1.7912646,1.8052507,1.8052507,0.0267434,2.7453646,[np.float64(0.37083333333333335)],[np.float64(-0.10694444444444444)],[1],[0],[0],[0.9536774000152946],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
2,0,2,[np.float64(-0.17916666666666667)],[np.float64(-0.2152777777777778)],[1],[0],[0],[0.9369629999855533],['Target'],2,0,2,0,2.7889951,,10,2.7730903,2.7889951,2.7889951,0.0271704,3.7101125,[np.float64(-0.17916666666666667)],[np.float64(-0.2152777777777778)],[1],[0],[0],[0.9369629999855533],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
3,0,3,[np.float64(-0.32222222222222224)],[np.float64(0.4375)],[1],[0],[0],[1.5587422999669798],['Target'],3,0,3,0,3.7552223,,10,3.7365226,3.7552223,3.7552223,0.0262887,5.2953517,[np.float64(-0.32222222222222224)],[np.float64(0.4375)],[1],[0],[0],[1.5587422999669798],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
4,0,4,[np.float64(-0.16527777777777777)],[np.float64(-0.03611111111111111)],[1],[0],[0],[1.00028450001264],['Target'],4,0,4,0,5.3387524,,10,5.3234425,5.3387524,5.3387524,0.0279275,6.3237824,[np.float64(-0.16527777777777777)],[np.float64(-0.03611111111111111)],[1],[0],[0],[1.00028450001264],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
5,0,5,[np.float64(-0.2388888888888889)],[np.float64(-0.022222222222222223)],[1],[0],[0],[1.085105600010138],[None],5,0,5,0,6.372481,,10,6.3443621,6.372481,6.372481,0.0204547,7.4295313,[np.float64(-0.2388888888888889)],[np.float64(-0.022222222222222223)],[1],[0],[0],[1.085105600010138],[None],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
6,0,6,[np.float64(-0.3416666666666667)],[np.float64(-0.42083333333333334)],[1],[0],[0],[0.9474239000119269],[None],6,0,6,0,7.5384239,,10,7.5133283,7.5384239,7.5384239,0.0836834,8.4608042,[np.float64(-0.3416666666666667)],[np.float64(-0.42083333333333334)],[1],[0],[0],[0.9474239000119269],[None],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
7,0,7,[np.float64(0.24861111111111112)],[np.float64(0.4)],[1],[0],[0],[1.3097523000324145],[None],7,0,7,0,8.5051538,,10,8.4841468,8.5051538,8.5051538,0.0232191,9.7939675,[np.float64(0.24861111111111112)],[np.float64(0.4)],[1],[0],[0],[1.3097523000324145],[None],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
8,0,8,[np.float64(0.29583333333333334)],[np.float64(0.45416666666666666)],[1],[0],[0],[0.816286500019487],['Target'],8,0,8,0,9.8392709,,10,9.8252008,9.8392709,9.8392709,0.0310573,10.6415349,[np.float64(0.29583333333333334)],[np.float64(0.45416666666666666)],[1],[0],[0],[0.816286500019487],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
9,0,9,[np.float64(0.04722222222222222)],[np.float64(-0.07361111111111111)],[1],[0],[0],[1.1274311000015587],[None],9,0,9,0,10.6726831,,5,10.6520367,10.6726831,10.6726831,0.0103743,11.7795728,[np.float64(0.04722222222222222)],[np.float64(-0.07361111111111111)],[1],[0],[0],[1.1274311000015587],[None],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
10,0,10,[np.float64(-0.2791666666666667)],[np.float64(0.3388888888888889)],[1],[0],[0],[0.9467358000110835],['Target'],10,0,10,0,11.8052409,,5,11.7968613,11.8052409,11.8052409,0.0171941,12.743669,[np.float64(-0.2791666666666667)],[np.float64(0.3388888888888889)],[1],[0],[0],[0.9467358000110835],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
11,0,11,[np.float64(0.0625)],[np.float64(0.20416666666666666)],[1],[0],[0],[0.853479299985338],[None],11,0,11,0,12.77187,,5,12.757493,12.77187,12.77187,0.0137104,13.6110473,[np.float64(0.0625)],[np.float64(0.20416666666666666)],[1],[0],[0],[0.853479299985338],[None],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
12,0,12,[np.float64(0.2388888888888889)],[np.float64(-0.4361111111111111)],[1],[0],[0],[1.0799208999960683],[None],12,0,12,0,13.638176,,5,13.6299424,13.638176,13.638176,0.0187537,14.7099428,[np.float64(0.2388888888888889)],[np.float64(-0.4361111111111111)],[1],[0],[0],[1.0799208999960683],[None],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
13,0,13,[np.float64(-0.2013888888888889)],[np.float64(-0.39166666666666666)],[1],[0],[0],[2.0064333000336774],['Target'],13,0,13,0,14.7554699,,10,14.7336184,14.7554699,14.7554699,0.0235208,16.7401112,[np.float64(-0.2013888888888889)],[np.float64(-0.39166666666666666)],[1],[0],[0],[2.0064333000336774],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
14,0,14,[np.float64(-0.1597222222222222)],[np.float64(-0.14444444444444443)],[1],[0],[0],[0.8970484000165015],[None],14,0,14,0,16.7882737,,10,16.7631136,16.7882737,16.7882737,0.0228759,17.6602273,[np.float64(-0.1597222222222222)],[np.float64(-0.14444444444444443)],[1],[0],[0],[0.8970484000165015],[None],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
15,0,15,[np.float64(0.03333333333333333)],[np.float64(0.018055555555555554)],[1],[0],[0],[2.185594399983529],['Target'],15,0,15,0,17.6882221,,5,17.6739462,17.6882221,17.6882221,0.0135816,19.8596137,[np.float64(0.03333333333333333)],[np.float64(0.018055555555555554)],[1],[0],[0],[2.185594399983529],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
16,0,16,[np.float64(-0.0875)],[np.float64(-0.4)],[1],[0],[0],[1.5349931999808177],['Target'],16,0,16,0,19.9048178,,10,19.8906812,19.9048178,19.9048178,0.0309211,21.425754,[np.float64(-0.0875)],[np.float64(-0.4)],[1],[0],[0],[1.5349931999808177],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
17,0,17,[np.float64(0.375)],[np.float64(0.09722222222222222)],[1],[0],[0],[1.1298600999871269],[None],17,0,17,0,21.4713254,,10,21.4492814,21.4713254,21.4713254,0.0233301,22.5792398,[np.float64(0.375)],[np.float64(0.09722222222222222)],[1],[0],[0],[1.1298600999871269],[None],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
18,0,18,[np.float64(0.034722222222222224)],[np.float64(0.4666666666666667)],[1],[0],[0],[1.2811795000452548],['Target'],18,0,18,0,22.6045442,,5,22.5955092,22.6045442,22.6045442,0.0160655,23.8767707,[np.float64(0.034722222222222224)],[np.float64(0.4666666666666667)],[1],[0],[0],[1.2811795000452548],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
19,0,19,[np.float64(0.3958333333333333)],[np.float64(0.41805555555555557)],[1],[0],[0],[1.204185500042513],['Target'],19,0,19,0,23.9213014,,10,23.9071078,23.9213014,23.9213014,0.0301682,25.1113875,[np.float64(0.3958333333333333)],[np.float64(0.41805555555555557)],[1],[0],[0],[1.204185500042513],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
20,0,20,[np.float64(0.31527777777777777)],[np.float64(-0.02638888888888889)],[1],[0],[0],[1.095659999991767],['Target'],20,0,20,0,25.1546333,,5,25.1305536,25.1546333,25.1546333,0.0189212,26.2263826,[np.float64(0.31527777777777777)],[np.float64(-0.02638888888888889)],[1],[0],[0],[1.095659999991767],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
21,0,21,[np.float64(0.3611111111111111)],[np.float64(0.06388888888888888)],[1],[0],[0],[1.1484801000333391],['Target'],21,0,21,0,26.3047321,,10,26.2793277,26.3047321,26.3047321,0.0525928,27.4278818,[np.float64(0.3611111111111111)],[np.float64(0.06388888888888888)],[1],[0],[0],[1.1484801000333391],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
22,0,22,[np.float64(0.4513888888888889)],[np.float64(0.46111111111111114)],[1],[0],[0],[1.4574957999866456],['Target'],22,0,22,0,27.4714137,,10,27.4530297,27.4714137,27.4714137,0.0249735,28.9105903,[np.float64(0.4513888888888889)],[np.float64(0.46111111111111114)],[1],[0],[0],[1.4574957999866456],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
23,0,23,[np.float64(-0.2972222222222222)],[np.float64(-0.041666666666666664)],[1],[0],[0],[1.1892532000201754],['Target'],23,0,23,0,28.9546651,,10,28.9391012,28.9546651,28.9546651,0.0283896,30.1284308,[np.float64(-0.2972222222222222)],[np.float64(-0.041666666666666664)],[1],[0],[0],[1.1892532000201754],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
24,0,24,[np.float64(-0.11666666666666667)],[np.float64(0.12083333333333333)],[1],[0],[0],[1.3945741000352427],['Target'],24,0,24,0,30.1877521,,10,30.1621921,30.1877521,30.1877521,0.0334806,31.5568895,[np.float64(-0.11666666666666667)],[np.float64(0.12083333333333333)],[1],[0],[0],[1.3945741000352427],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
25,0,25,[np.float64(-0.10416666666666667)],[np.float64(-0.45555555555555555)],[1],[0],[0],[1.1209821000229567],['Target'],25,0,25,0,31.5882878,,5,31.5722946,31.5882878,31.5882878,0.0151585,32.6933635,[np.float64(-0.10416666666666667)],[np.float64(-0.45555555555555555)],[1],[0],[0],[1.1209821000229567],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
26,0,26,[np.float64(0.4930555555555556)],[np.float64(-0.03194444444444444)],[1],[0],[0],[1.2142119000200182],['Target'],26,0,26,0,32.7382999,,5,32.7124146,32.7382999,32.7382999,0.0189741,33.9267027,[np.float64(0.4930555555555556)],[np.float64(-0.03194444444444444)],[1],[0],[0],[1.2142119000200182],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
27,0,27,[np.float64(-0.13194444444444445)],[np.float64(-0.020833333333333332)],[1],[0],[0],[0.942767400003504],[None],27,0,27,0,33.9708913,,5,33.9468055,33.9708913,33.9708913,0.0199237,34.8896301,[np.float64(-0.13194444444444445)],[np.float64(-0.020833333333333332)],[1],[0],[0],[0.942767400003504],[None],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
28,0,28,[np.float64(0.29583333333333334)],[np.float64(-0.21805555555555556)],[1],[0],[0],[1.0689076000126079],['Target'],28,0,28,0,34.9213257,,5,34.9073609,34.9213257,34.9213257,0.0175963,35.9763553,[np.float64(0.29583333333333334)],[np.float64(-0.21805555555555556)],[1],[0],[0],[1.0689076000126079],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
29,0,29,[np.float64(-0.3680555555555556)],[np.float64(0.4)],[1],[0],[0],[1.5192541000433266],['Target'],29,0,29,0,36.0209715,,10,36.0063385,36.0209715,36.0209715,0.0298262,37.5256818,[np.float64(-0.3680555555555556)],[np.float64(0.4)],[1],[0],[0],[1.5192541000433266],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
30,0,30,[np.float64(-0.3875)],[np.float64(-0.35833333333333334)],[1],[0],[0],[1.0985387999680825],[None],30,0,30,0,37.5542547,,5,37.5444931,37.5542547,37.5542547,0.0185843,38.643138,[np.float64(-0.3875)],[np.float64(-0.35833333333333334)],[1],[0],[0],[1.0985387999680825],[None],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
31,0,31,[np.float64(-0.022222222222222223)],[np.float64(-0.22777777777777777)],[1],[0],[0],[1.2937420000089332],['Target'],31,0,31,0,38.68768,,5,38.6619527,38.68768,38.68768,0.0186137,39.9557466,[np.float64(-0.022222222222222223)],[np.float64(-0.22777777777777777)],[1],[0],[0],[1.2937420000089332],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
32,0,32,[np.float64(0.2652777777777778)],[np.float64(-0.03888888888888889)],[1],[0],[0],[1.3531681000022218],['Target'],32,0,32,0,39.9876641,,5,39.9728308,39.9876641,39.9876641,0.0169183,41.3261135,[np.float64(0.2652777777777778)],[np.float64(-0.03888888888888889)],[1],[0],[0],[1.3531681000022218],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
33,0,33,[np.float64(-0.49722222222222223)],[np.float64(-0.4861111111111111)],[1],[0],[0],[1.5821977999876253],['Target'],33,0,33,0,41.3542103,,5,41.3405769,41.3542103,41.3542103,0.0142031,42.9228428,[np.float64(-0.49722222222222223)],[np.float64(-0.4861111111111111)],[1],[0],[0],[1.5821977999876253],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
34,0,34,[np.float64(-0.45555555555555555)],[np.float64(-0.14166666666666666)],[1],[0],[0],[1.1576506000128575],['Target'],34,0,34,0,42.9543139,,5,42.9351202,42.9543139,42.9543139,0.012186,44.0927871,[np.float64(-0.45555555555555555)],[np.float64(-0.14166666666666666)],[1],[0],[0],[1.1576506000128575],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
35,0,35,[np.float64(0.2222222222222222)],[np.float64(-0.47638888888888886)],[1],[0],[0],[1.9714506000163965],['Target'],35,0,35,0,44.1373025,,10,44.1173038,44.1373025,44.1373025,0.0243492,46.0888046,[np.float64(0.2222222222222222)],[np.float64(-0.47638888888888886)],[1],[0],[0],[1.9714506000163965],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
36,0,36,[np.float64(-0.13333333333333333)],[np.float64(-0.18611111111111112)],[1],[0],[0],[1.2940783000085503],['Target'],36,0,36,0,46.1206319,,5,46.098645,46.1206319,46.1206319,0.0097326,47.3928256,[np.float64(-0.13333333333333333)],[np.float64(-0.18611111111111112)],[1],[0],[0],[1.2940783000085503],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
37,0,37,[np.float64(-0.12777777777777777)],[np.float64(0.22361111111111112)],[1],[0],[0],[1.1335494000231847],['Target'],37,0,37,0,47.4206795,,5,47.4081013,47.4206795,47.4206795,0.0151149,48.5417166,[np.float64(-0.12777777777777777)],[np.float64(0.22361111111111112)],[1],[0],[0],[1.1335494000231847],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
38,0,38,[np.float64(-0.15)],[np.float64(0.4041666666666667)],[1],[0],[0],[1.2026733999955468],['Target'],38,0,38,0,48.570884,,5,48.5568792,48.570884,48.570884,0.0150189,49.7596215,[np.float64(-0.15)],[np.float64(0.4041666666666667)],[1],[0],[0],[1.2026733999955468],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
39,0,39,[np.float64(-0.08888888888888889)],[np.float64(-0.3347222222222222)],[1],[0],[0],[1.4992131000035442],['Target'],39,0,39,0,49.787748,,5,49.7730002,49.787748,49.787748,0.013219,51.2722759,[np.float64(-0.08888888888888889)],[np.float64(-0.3347222222222222)],[1],[0],[0],[1.4992131000035442],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
40,0,40,[np.float64(0.24583333333333332)],[np.float64(0.4666666666666667)],[1],[0],[0],[1.9078740000259131],['Target'],40,0,40,0,51.3043356,,5,51.282332,51.3043356,51.3043356,0.0099517,53.1903272,[np.float64(0.24583333333333332)],[np.float64(0.4666666666666667)],[1],[0],[0],[1.9078740000259131],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
41,0,41,[np.float64(-0.22361111111111112)],[np.float64(-0.30694444444444446)],[1],[0],[0],[1.6677813999704085],['Target'],41,0,41,0,53.2372513,,10,53.2238456,53.2372513,53.2372513,0.0332878,54.8916983,[np.float64(-0.22361111111111112)],[np.float64(-0.30694444444444446)],[1],[0],[0],[1.6677813999704085],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
42,0,42,[np.float64(-0.13055555555555556)],[np.float64(0.14027777777777778)],[1],[0],[0],[1.3154030999867246],[None],42,0,42,0,54.9205644,,5,54.9063831,54.9205644,54.9205644,0.0145073,56.221834,[np.float64(-0.13055555555555556)],[np.float64(0.14027777777777778)],[1],[0],[0],[1.3154030999867246],[None],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
43,0,43,[np.float64(0.36944444444444446)],[np.float64(0.18472222222222223)],[1],[0],[0],[1.300740999984555],['Target'],43,0,43,0,56.2536819,,10,56.2413725,56.2536819,56.2536819,0.0194415,57.5422779,[np.float64(0.36944444444444446)],[np.float64(0.18472222222222223)],[1],[0],[0],[1.300740999984555],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
44,0,44,[np.float64(0.011111111111111112)],[np.float64(0.0625)],[1],[0],[0],[1.4692316000000574],['Target'],44,0,44,0,57.5869973,,10,57.5727689,57.5869973,57.5869973,0.0300503,59.0420992,[np.float64(0.011111111111111112)],[np.float64(0.0625)],[1],[0],[0],[1.4692316000000574],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
45,0,45,[np.float64(-0.20416666666666666)],[np.float64(-0.21944444444444444)],[1],[0],[0],[1.5030462000286207],['Target'],45,0,45,0,59.0703473,,5,59.0564632,59.0703473,59.0703473,0.0141236,60.559612,[np.float64(-0.20416666666666666)],[np.float64(-0.21944444444444444)],[1],[0],[0],[1.5030462000286207],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
46,0,46,[np.float64(0.03611111111111111)],[np.float64(-0.23472222222222222)],[1],[0],[0],[1.677220200013835],['Target'],46,0,46,0,60.6037879,,10,60.581825,60.6037879,60.6037879,0.0219901,62.2591525,[np.float64(0.03611111111111111)],[np.float64(-0.23472222222222222)],[1],[0],[0],[1.677220200013835],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
47,0,47,[np.float64(0.11388888888888889)],[np.float64(0.4486111111111111)],[1],[0],[0],[1.6021534000174142],['Target'],47,0,47,0,62.2868552,,5,62.2751676,62.2868552,62.2868552,0.0157566,63.8774404,[np.float64(0.11388888888888889)],[np.float64(0.4486111111111111)],[1],[0],[0],[1.6021534000174142],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
48,0,48,[np.float64(0.12083333333333333)],[np.float64(-0.18888888888888888)],[1],[0],[0],[1.3671174999908544],['Target'],48,0,48,0,63.9203652,,10,63.9078104,63.9203652,63.9203652,0.0301468,65.2749953,[np.float64(0.12083333333333333)],[np.float64(-0.18888888888888888)],[1],[0],[0],[1.3671174999908544],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
49,0,49,[np.float64(0.4736111111111111)],[np.float64(-0.02638888888888889)],[1],[0],[0],[1.413286400027573],['Target'],49,0,49,0,65.3205526,,10,65.2953638,65.3205526,65.3205526,0.0202187,66.7087451,[np.float64(0.4736111111111111)],[np.float64(-0.02638888888888889)],[1],[0],[0],[1.413286400027573],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
50,0,50,[np.float64(-0.4236111111111111)],[np.float64(-0.09444444444444444)],[1],[0],[0],[1.286103499995079],['Target'],50,0,50,0,66.7371792,,5,66.7240127,66.7371792,66.7371792,0.0150474,68.010238,[np.float64(-0.4236111111111111)],[np.float64(-0.09444444444444444)],[1],[0],[0],[1.286103499995079],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
51,0,51,[np.float64(0.0)],[np.float64(-0.16666666666666666)],[1],[0],[0],[1.2318189999787137],['Target'],51,0,51,0,68.0371022,,5,68.0277559,68.0371022,68.0371022,0.0172802,69.2596591,[np.float64(0.0)],[np.float64(-0.16666666666666666)],[1],[0],[0],[1.2318189999787137],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
52,0,52,[np.float64(-0.14722222222222223)],[np.float64(-0.13472222222222222)],[1],[0],[0],[1.1081955000408925],['Target'],52,0,52,0,69.3035287,,10,69.2854936,69.3035287,69.3035287,0.0256885,70.3938174,[np.float64(-0.14722222222222223)],[np.float64(-0.13472222222222222)],[1],[0],[0],[1.1081955000408925],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
53,0,53,[np.float64(-0.4)],[np.float64(0.3888888888888889)],[1],[0],[0],[1.4990928000188433],['Target'],53,0,53,0,70.4201028,,5,70.4109013,70.4201028,70.4201028,0.0167577,71.910126,[np.float64(-0.4)],[np.float64(0.3888888888888889)],[1],[0],[0],[1.4990928000188433],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
54,0,54,[np.float64(-0.28194444444444444)],[np.float64(0.25)],[1],[0],[0],[1.2406822000048123],['Target'],54,0,54,0,71.970188,,10,71.9479104,71.970188,71.970188,0.0375855,73.1886603,[np.float64(-0.28194444444444444)],[np.float64(0.25)],[1],[0],[0],[1.2406822000048123],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
55,0,55,[np.float64(-0.3958333333333333)],[np.float64(0.37222222222222223)],[1],[0],[0],[1.3731426000013016],['Target'],55,0,55,0,73.2202297,,5,73.2030562,73.2202297,73.2202297,0.0142916,74.5762853,[np.float64(-0.3958333333333333)],[np.float64(0.37222222222222223)],[1],[0],[0],[1.3731426000013016],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
56,0,56,[np.float64(0.24444444444444444)],[np.float64(0.43472222222222223)],[1],[0],[0],[1.4062486999901012],['Target'],56,0,56,0,74.6200178,,5,74.6020929,74.6200178,74.6200178,0.0256598,76.0084228,[np.float64(0.24444444444444444)],[np.float64(0.43472222222222223)],[1],[0],[0],[1.4062486999901012],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
57,0,57,[np.float64(0.07222222222222222)],[np.float64(-0.24861111111111112)],[1],[0],[0],[1.5808501000283286],['Target'],57,0,57,0,76.0365761,,5,76.0265132,76.0365761,76.0365761,0.0179283,77.6074341,[np.float64(0.07222222222222222)],[np.float64(-0.24861111111111112)],[1],[0],[0],[1.5808501000283286],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
58,0,58,[np.float64(-0.3763888888888889)],[np.float64(-0.4736111111111111)],[1],[0],[0],[1.4410963000264019],['Target'],58,0,58,0,77.6532829,,10,77.6314472,77.6532829,77.6532829,0.023857,79.0726032,[np.float64(-0.3763888888888889)],[np.float64(-0.4736111111111111)],[1],[0],[0],[1.4410963000264019],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
59,0,59,[np.float64(0.016666666666666666)],[np.float64(-0.3541666666666667)],[1],[0],[0],[1.413446299964562],['Target'],59,0,59,0,79.1201342,,10,79.0963171,79.1201342,79.1201342,0.0235907,80.5098801,[np.float64(0.016666666666666666)],[np.float64(-0.3541666666666667)],[1],[0],[0],[1.413446299964562],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
60,0,60,[np.float64(0.027777777777777776)],[np.float64(0.008333333333333333)],[1],[0],[0],[1.332704400003422],['Target'],60,0,60,0,80.5699567,,10,80.5389275,80.5699567,80.5699567,0.0288134,81.8717124,[np.float64(0.027777777777777776)],[np.float64(0.008333333333333333)],[1],[0],[0],[1.332704400003422],['Target'],P1,1,2025-09-30_15h25.41.276,VisualSearch,,2025.1.1,59.7287003,2025-09-30 15h25.45.583107 +0530
