thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
113,0,113,[np.float64(0.09722222222222222)],[np.float64(0.21805555555555556)],[1],[0],[0],[0.7427686000009999],[None],113,0,113,0,126.06012769998051,,10,126.03703449998284,126.06012769998051,126.06012769998051,0.049163600022438914,126.77995659998851,[np.float64(0.09722222222222222)],[np.float64(0.21805555555555556)],[1],[0],[0],[0.7427686000009999],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
114,0,114,[np.float64(0.4375)],[np.float64(-0.28055555555555556)],[1],[0],[0],[0.6929422999965027],[None],114,0,114,0,126.84520809998503,,5,126.80894090002403,126.84520809998503,126.84520809998503,0.02869269996881485,127.50203049997799,[np.float64(0.4375)],[np.float64(-0.28055555555555556)],[1],[0],[0],[0.6929422999965027],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
115,0,115,[np.float64(0.3625)],[np.float64(0.1388888888888889)],[1],[0],[0],[0.7937799000064842],[None],115,0,115,0,127.54372560000047,,5,127.52521089999937,127.54372560000047,127.54372560000047,0.022897799964994192,128.3191226000199,[np.float64(0.3625)],[np.float64(0.1388888888888889)],[1],[0],[0],[0.7937799000064842],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
116,0,116,[np.float64(0.4375)],[np.float64(0.3597222222222222)],[1],[0],[0],[0.7276903999736533],[None],116,0,116,0,128.36005159997148,,5,128.3430926000001,128.36005159997148,128.36005159997148,0.02371919999131933,129.07097040000372,[np.float64(0.4375)],[np.float64(0.3597222222222222)],[1],[0],[0],[0.7276903999736533],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
117,0,117,[np.float64(-0.36666666666666664)],[np.float64(0.26944444444444443)],[1],[0],[0],[1.4442616000305861],['Target'],117,0,117,0,129.12685980001697,,10,129.1095991000184,129.12685980001697,129.12685980001697,0.03821630001766607,130.5540579999797,[np.float64(-0.36666666666666664)],[np.float64(0.26944444444444443)],[1],[0],[0],[1.4442616000305861],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
118,0,118,[np.float64(-0.05416666666666667)],[np.float64(-0.15694444444444444)],[1],[0],[0],[1.0782213000347838],['Target'],118,0,118,0,130.60960770002566,,10,130.59099060000153,130.60960770002566,130.60960770002566,0.03657200001180172,131.66934680001577,[np.float64(-0.05416666666666667)],[np.float64(-0.15694444444444444)],[1],[0],[0],[1.0782213000347838],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
119,0,119,[np.float64(0.19583333333333333)],[np.float64(0.46805555555555556)],[1],[0],[0],[1.4833174999803305],[None],119,0,119,0,131.72633530001622,,10,131.7018663000199,131.72633530001622,131.72633530001622,0.032197299995459616,133.18528229999356,[np.float64(0.19583333333333333)],[np.float64(0.46805555555555556)],[1],[0],[0],[1.4833174999803305],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
120,0,120,[np.float64(0.2708333333333333)],[np.float64(0.08472222222222223)],[1],[0],[0],[0.9529051000135951],['Target'],120,0,120,0,133.24283290002495,,10,133.21558020001976,133.24283290002495,133.24283290002495,0.03010610002093017,134.16864079999505,[np.float64(0.2708333333333333)],[np.float64(0.08472222222222223)],[1],[0],[0],[0.9529051000135951],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
121,0,121,[np.float64(-0.38472222222222224)],[np.float64(-0.4777777777777778)],[1],[0],[0],[1.4616124000167474],[None],121,0,121,0,134.24289009999484,,10,134.22307940002065,134.24289009999484,134.24289009999484,0.05413909995695576,135.68488369998522,[np.float64(-0.38472222222222224)],[np.float64(-0.4777777777777778)],[1],[0],[0],[1.4616124000167474],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
122,0,122,[np.float64(0.46111111111111114)],[np.float64(-0.4152777777777778)],[1],[0],[0],[1.652397400001064],['Target'],122,0,122,0,135.7431383000221,,10,135.71749369997997,135.7431383000221,135.7431383000221,0.03212440002243966,137.3700477000093,[np.float64(0.46111111111111114)],[np.float64(-0.4152777777777778)],[1],[0],[0],[1.652397400001064],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
123,0,123,[np.float64(0.3597222222222222)],[np.float64(0.10138888888888889)],[1],[0],[0],[1.0973681000177749],['Target'],123,0,123,0,137.42639659997076,,10,137.414645700017,137.42639659997076,137.42639659997076,0.04423609998775646,138.51212849997682,[np.float64(0.3597222222222222)],[np.float64(0.10138888888888889)],[1],[0],[0],[1.0973681000177749],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
124,0,124,[np.float64(0.10972222222222222)],[np.float64(0.18888888888888888)],[1],[0],[0],[0.893531100009568],['Target'],124,0,124,0,138.54274280002574,,5,138.52635300002294,138.54274280002574,138.54274280002574,0.013970399973914027,139.42005630000494,[np.float64(0.10972222222222222)],[np.float64(0.18888888888888888)],[1],[0],[0],[0.893531100009568],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
125,0,125,[np.float64(-0.2708333333333333)],[np.float64(0.4263888888888889)],[1],[0],[0],[1.0546172999893315],['Target'],125,0,125,0,139.4596588999848,,5,139.44703699997626,139.4596588999848,139.4596588999848,0.02674859995022416,140.50183319998905,[np.float64(-0.2708333333333333)],[np.float64(0.4263888888888889)],[1],[0],[0],[1.0546172999893315],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
126,0,126,[np.float64(-0.05694444444444444)],[np.float64(-0.009722222222222222)],[1],[0],[0],[0.933259499957785],['Target'],126,0,126,0,140.55943959997967,,10,140.54689639998833,140.55943959997967,140.55943959997967,0.044691700022667646,141.48032779997448,[np.float64(-0.05694444444444444)],[np.float64(-0.009722222222222222)],[1],[0],[0],[0.933259499957785],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
127,0,127,[np.float64(-0.25555555555555554)],[np.float64(0.0)],[1],[0],[0],[0.9193659000447951],['Target'],127,0,127,0,141.52667709998786,,5,141.5134018000099,141.52667709998786,141.52667709998786,0.03275659994687885,142.432926199981,[np.float64(-0.25555555555555554)],[np.float64(0.0)],[1],[0],[0],[0.9193659000447951],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
128,0,128,[np.float64(-0.4777777777777778)],[np.float64(-0.08888888888888889)],[1],[0],[0],[0.9257959999958985],['Target'],128,0,128,0,142.49337550002383,,5,142.45934960001614,142.49337550002383,142.49337550002383,0.026171299978159368,143.38527540001087,[np.float64(-0.4777777777777778)],[np.float64(-0.08888888888888889)],[1],[0],[0],[0.9257959999958985],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
129,0,129,[np.float64(0.15833333333333333)],[np.float64(-0.2638888888888889)],[1],[0],[0],[0.8743890000041574],['Target'],129,0,129,0,143.42616739997175,,5,143.41224889998557,143.42616739997175,143.42616739997175,0.02671940001891926,144.286831800011,[np.float64(0.15833333333333333)],[np.float64(-0.2638888888888889)],[1],[0],[0],[0.8743890000041574],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
130,0,130,[np.float64(-0.4486111111111111)],[np.float64(-0.35)],[1],[0],[0],[2.3592018999624997],['Target'],130,0,130,0,144.34278140001697,,10,144.32524129998637,144.34278140001697,144.34278140001697,0.03798969998024404,146.68465110001853,[np.float64(-0.4486111111111111)],[np.float64(-0.35)],[1],[0],[0],[2.3592018999624997],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
131,0,131,[np.float64(-0.22777777777777777)],[np.float64(-0.14166666666666666)],[1],[0],[0],[1.0148468999541365],['Target'],131,0,131,0,146.7596171000041,,10,146.73181939998176,146.7596171000041,146.7596171000041,0.04667910002171993,147.74682110000867,[np.float64(-0.22777777777777777)],[np.float64(-0.14166666666666666)],[1],[0],[0],[1.0148468999541365],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
132,0,132,[np.float64(-0.43472222222222223)],[np.float64(0.1875)],[1],[0],[0],[1.0484369000187144],[None],132,0,132,0,147.79304050002247,,5,147.76959420001367,147.79304050002247,147.79304050002247,0.022460600011982024,148.81817899999442,[np.float64(-0.43472222222222223)],[np.float64(0.1875)],[1],[0],[0],[1.0484369000187144],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
133,0,133,[np.float64(-0.2875)],[np.float64(-0.06944444444444445)],[1],[0],[0],[0.9947654000134207],['Target'],133,0,133,0,148.87616589997197,,10,148.85596070002066,148.87616589997197,148.87616589997197,0.037519400008022785,149.8508724999847,[np.float64(-0.2875)],[np.float64(-0.06944444444444445)],[1],[0],[0],[0.9947654000134207],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
134,0,134,[np.float64(-0.19722222222222222)],[np.float64(0.25416666666666665)],[1],[0],[0],[0.8814530000090599],['Target'],134,0,134,0,149.9091475000023,,10,149.88624329998856,149.9091475000023,149.9091475000023,0.03505170001881197,150.7679952000035,[np.float64(-0.19722222222222222)],[np.float64(0.25416666666666665)],[1],[0],[0],[0.8814530000090599],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
135,0,135,[np.float64(-0.25555555555555554)],[np.float64(-0.3875)],[1],[0],[0],[1.0605739000020549],['Target'],135,0,135,0,150.80959279998206,,5,150.79123570001684,150.80959279998206,150.80959279998206,0.022904799960087985,151.8519502999843,[np.float64(-0.25555555555555554)],[np.float64(-0.3875)],[1],[0],[0],[1.0605739000020549],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
136,0,136,[np.float64(0.46805555555555556)],[np.float64(0.475)],[1],[0],[0],[1.3461107999901287],['Target'],136,0,136,0,151.9265644000261,,10,151.9047343999846,151.9265644000261,151.9265644000261,0.05246839998289943,153.25097860000096,[np.float64(0.46805555555555556)],[np.float64(0.475)],[1],[0],[0],[1.3461107999901287],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
137,0,137,[np.float64(0.31666666666666665)],[np.float64(0.2902777777777778)],[1],[0],[0],[0.8097217999747954],[None],137,0,137,0,153.29304489999777,,5,153.26948660000926,153.29304489999777,153.29304489999777,0.018167100031860173,154.07936700002756,[np.float64(0.31666666666666665)],[np.float64(0.2902777777777778)],[1],[0],[0],[0.8097217999747954],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
138,0,138,[np.float64(-0.4097222222222222)],[np.float64(-0.44166666666666665)],[1],[0],[0],[1.1114713000133634],['Target'],138,0,138,0,154.1261190000223,,5,154.1063192000147,154.1261190000223,154.1261190000223,0.02671800000825897,155.21794340002816,[np.float64(-0.4097222222222222)],[np.float64(-0.44166666666666665)],[1],[0],[0],[1.1114713000133634],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
139,0,139,[np.float64(0.034722222222222224)],[np.float64(-0.4083333333333333)],[1],[0],[0],[0.8775089000118896],[None],139,0,139,0,155.276082700002,,10,155.25814509997144,155.276082700002,155.276082700002,0.0399366999627091,156.13589709997177,[np.float64(0.034722222222222224)],[np.float64(-0.4083333333333333)],[1],[0],[0],[0.8775089000118896],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
140,0,140,[np.float64(0.3)],[np.float64(0.058333333333333334)],[1],[0],[0],[0.8851993999560364],[None],140,0,140,0,156.1929624999757,,5,156.16635900002439,156.1929624999757,156.1929624999757,0.029977299971506,157.05168440000853,[np.float64(0.3)],[np.float64(0.058333333333333334)],[1],[0],[0],[0.8851993999560364],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
141,0,141,[np.float64(-0.02638888888888889)],[np.float64(0.06388888888888888)],[1],[0],[0],[0.9487534000072628],[None],141,0,141,0,157.1091771000065,,10,157.08743519999553,157.1091771000065,157.1091771000065,0.0354642000165768,158.03634130000137,[np.float64(-0.02638888888888889)],[np.float64(0.06388888888888888)],[1],[0],[0],[0.9487534000072628],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
142,0,142,[np.float64(-0.2847222222222222)],[np.float64(-0.1986111111111111)],[1],[0],[0],[0.9338328000158072],['Target'],142,0,142,0,158.09285979997367,,10,158.07783570000902,158.09285979997367,158.09285979997367,0.041178999992553145,159.01178200001596,[np.float64(-0.2847222222222222)],[np.float64(-0.1986111111111111)],[1],[0],[0],[0.9338328000158072],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
143,0,143,[np.float64(0.2)],[np.float64(0.2263888888888889)],[1],[0],[0],[0.970848599972669],[None],143,0,143,0,159.05921819998184,,10,159.0486829999718,159.05921819998184,159.05921819998184,0.03666539996629581,160.01975699997274,[np.float64(0.2)],[np.float64(0.2263888888888889)],[1],[0],[0],[0.970848599972669],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
144,0,144,[np.float64(0.34305555555555556)],[np.float64(0.1111111111111111)],[1],[0],[0],[0.9045133999898098],['Target'],144,0,144,0,160.09241629997268,,10,160.0727696000249,160.09241629997268,160.09241629997268,0.052493900002446026,160.97741789999418,[np.float64(0.34305555555555556)],[np.float64(0.1111111111111111)],[1],[0],[0],[0.9045133999898098],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
145,0,145,[np.float64(0.44583333333333336)],[np.float64(-0.4638888888888889)],[1],[0],[0],[1.5482474000309594],['Target'],145,0,145,0,161.04226780001773,,10,161.0198724999791,161.04226780001773,161.04226780001773,0.042099300015252084,162.56826099997852,[np.float64(0.44583333333333336)],[np.float64(-0.4638888888888889)],[1],[0],[0],[1.5482474000309594],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
146,0,146,[np.float64(0.02638888888888889)],[np.float64(-0.09444444444444444)],[1],[0],[0],[0.9290341000305489],['Target'],146,0,146,0,162.62584769999376,,10,162.60161519999383,162.62584769999376,162.62584769999376,0.03299580002203584,163.5307993000024,[np.float64(0.02638888888888889)],[np.float64(-0.09444444444444444)],[1],[0],[0],[0.9290341000305489],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
147,0,147,[np.float64(-0.38472222222222224)],[np.float64(-0.08472222222222223)],[1],[0],[0],[1.1999531000037678],[None],147,0,147,0,163.57735310000135,,5,163.55250729998806,163.57735310000135,163.57735310000135,0.0214461000286974,164.7526050999877,[np.float64(-0.38472222222222224)],[np.float64(-0.08472222222222223)],[1],[0],[0],[1.1999531000037678],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
148,0,148,[np.float64(0.10694444444444444)],[np.float64(-0.32083333333333336)],[1],[0],[0],[1.4558135999832302],['Target'],148,0,148,0,164.808669799997,,10,164.7952339000185,164.808669799997,164.808669799997,0.042340399988461286,166.25120090000564,[np.float64(0.10694444444444444)],[np.float64(-0.32083333333333336)],[1],[0],[0],[1.4558135999832302],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
149,0,149,[np.float64(-0.125)],[np.float64(0.23055555555555557)],[1],[0],[0],[1.1615517999744043],['Target'],149,0,149,0,166.30924410000443,,10,166.2838690999779,166.30924410000443,166.30924410000443,0.032350099994800985,167.4455366000184,[np.float64(-0.125)],[np.float64(0.23055555555555557)],[1],[0],[0],[1.1615517999744043],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
150,0,150,[np.float64(0.3888888888888889)],[np.float64(-0.16666666666666666)],[1],[0],[0],[1.1154212999972515],[None],150,0,150,0,167.4923230999848,,5,167.46956800000044,167.4923230999848,167.4923230999848,0.02378720004344359,168.58512260002317,[np.float64(0.3888888888888889)],[np.float64(-0.16666666666666666)],[1],[0],[0],[1.1154212999972515],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
151,0,151,[np.float64(-0.23055555555555557)],[np.float64(0.39861111111111114)],[1],[0],[0],[1.188059899955988],['Target'],151,0,151,0,168.62674580002204,,5,168.61429330002284,168.62674580002204,168.62674580002204,0.02895810001064092,169.80248359998222,[np.float64(-0.23055555555555557)],[np.float64(0.39861111111111114)],[1],[0],[0],[1.188059899955988],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
152,0,152,[np.float64(-0.43333333333333335)],[np.float64(-0.39166666666666666)],[1],[0],[0],[1.2466179999755695],[None],152,0,152,0,169.84201790002408,,5,169.83227299997816,169.84201790002408,169.84201790002408,0.029525000019930303,171.07909529999597,[np.float64(-0.43333333333333335)],[np.float64(-0.39166666666666666)],[1],[0],[0],[1.2466179999755695],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
153,0,153,[np.float64(0.2152777777777778)],[np.float64(-0.4)],[1],[0],[0],[1.0040292000048794],[None],153,0,153,0,171.1089309999952,,5,171.09792979998747,171.1089309999952,171.1089309999952,0.018547900021076202,172.10219230002258,[np.float64(0.2152777777777778)],[np.float64(-0.4)],[1],[0],[0],[1.0040292000048794],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
154,0,154,[np.float64(-0.12083333333333333)],[np.float64(-0.08472222222222223)],[1],[0],[0],[0.6879207999445498],[None],154,0,154,0,172.14197649998823,,5,172.12964549998287,172.14197649998823,172.14197649998823,0.02707060001557693,172.81772310001543,[np.float64(-0.12083333333333333)],[np.float64(-0.08472222222222223)],[1],[0],[0],[0.6879207999445498],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
155,0,155,[np.float64(-0.09583333333333334)],[np.float64(-0.3736111111111111)],[1],[0],[0],[0.8356326000066474],[None],155,0,155,0,172.85890330001712,,5,172.84376620000694,172.85890330001712,172.85890330001712,0.02557229995727539,173.67959399998654,[np.float64(-0.09583333333333334)],[np.float64(-0.3736111111111111)],[1],[0],[0],[0.8356326000066474],[None],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
156,0,156,[np.float64(-0.20972222222222223)],[np.float64(-0.008333333333333333)],[1],[0],[0],[1.3354748000274412],['Target'],156,0,156,0,173.72550980001688,,10,173.70882220001658,173.72550980001688,173.72550980001688,0.02884540002560243,175.04439960001037,[np.float64(-0.20972222222222223)],[np.float64(-0.008333333333333333)],[1],[0],[0],[1.3354748000274412],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
157,0,157,[np.float64(-0.10972222222222222)],[np.float64(-0.08194444444444444)],[1],[0],[0],[0.6454368999693543],['Target'],157,0,157,0,175.10888569999952,,10,175.0846615000046,175.10888569999952,175.10888569999952,0.04005970002617687,175.7302992999903,[np.float64(-0.10972222222222222)],[np.float64(-0.08194444444444444)],[1],[0],[0],[0.6454368999693543],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
158,0,158,[np.float64(0.4861111111111111)],[np.float64(-0.27361111111111114)],[1],[0],[0],[1.115676099958364],['Target'],158,0,158,0,175.84242780000204,,5,175.75262460001977,175.84242780000204,175.84242780000204,0.02181950001977384,176.86850989999948,[np.float64(0.4861111111111111)],[np.float64(-0.27361111111111114)],[1],[0],[0],[1.115676099958364],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
159,0,159,[np.float64(0.23333333333333334)],[np.float64(0.34444444444444444)],[1],[0],[0],[0.8308536999975331],['Target'],159,0,159,0,176.94416600000113,,10,176.9191453999956,176.94416600000113,176.94416600000113,0.05021720001241192,177.7501419999753,[np.float64(0.23333333333333334)],[np.float64(0.34444444444444444)],[1],[0],[0],[0.8308536999975331],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
160,0,160,[np.float64(0.3236111111111111)],[np.float64(-0.18333333333333332)],[1],[0],[0],[0.9436220000497997],['Target'],160,0,160,0,177.79215320001822,,5,177.7772082000156,177.79215320001822,177.79215320001822,0.02676219999557361,178.72098879999248,[np.float64(0.3236111111111111)],[np.float64(-0.18333333333333332)],[1],[0],[0],[0.9436220000497997],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
161,0,161,[np.float64(-0.24444444444444444)],[np.float64(0.2652777777777778)],[1],[0],[0],[0.9006956000230275],['Target'],161,0,161,0,178.77547260001302,,5,178.74929980002344,178.77547260001302,178.77547260001302,0.028066399972885847,179.65013099997304,[np.float64(-0.24444444444444444)],[np.float64(0.2652777777777778)],[1],[0],[0],[0.9006956000230275],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
162,0,162,[np.float64(0.21805555555555556)],[np.float64(0.30277777777777776)],[1],[0],[0],[1.042790099978447],['Target'],162,0,162,0,179.70914250001078,,10,179.6927055999986,179.70914250001078,179.70914250001078,0.04227649996755645,180.7356429999927,[np.float64(0.21805555555555556)],[np.float64(0.30277777777777776)],[1],[0],[0],[1.042790099978447],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
163,0,163,[np.float64(-0.2638888888888889)],[np.float64(0.19583333333333333)],[1],[0],[0],[1.0181849999935366],['Target'],163,0,163,0,180.8086920999922,,10,180.7825356000103,180.8086920999922,180.8086920999922,0.046536400041077286,181.80080369999632,[np.float64(-0.2638888888888889)],[np.float64(0.19583333333333333)],[1],[0],[0],[1.0181849999935366],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
164,0,164,[np.float64(0.44722222222222224)],[np.float64(-0.002777777777777778)],[1],[0],[0],[1.0545901999576017],['Target'],164,0,164,0,181.8417185000144,,5,181.83014759997604,181.8417185000144,181.8417185000144,0.02904379996471107,182.8849405000219,[np.float64(0.44722222222222224)],[np.float64(-0.002777777777777778)],[1],[0],[0],[1.0545901999576017],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
165,0,165,[np.float64(-0.4847222222222222)],[np.float64(0.14166666666666666)],[1],[0],[0],[1.0399478999897838],['Target'],165,0,165,0,182.9252070999937,,5,182.91023809998296,182.9252070999937,182.9252070999937,0.024863699974957854,183.9504331999924,[np.float64(-0.4847222222222222)],[np.float64(0.14166666666666666)],[1],[0],[0],[1.0399478999897838],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
166,0,166,[np.float64(0.4305555555555556)],[np.float64(0.16111111111111112)],[1],[0],[0],[0.9047602000064217],['Target'],166,0,166,0,183.9916725999792,,5,183.97842549998313,183.9916725999792,183.9916725999792,0.027570300037041306,184.88332229998196,[np.float64(0.4305555555555556)],[np.float64(0.16111111111111112)],[1],[0],[0],[0.9047602000064217],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
167,0,167,[np.float64(0.05277777777777778)],[np.float64(-0.48055555555555557)],[1],[0],[0],[1.916907100006938],['Target'],167,0,167,0,184.94149659998948,,10,184.92878359998576,184.94149659998948,184.94149659998948,0.04519900004379451,186.84583389997715,[np.float64(0.05277777777777778)],[np.float64(-0.48055555555555557)],[1],[0],[0],[1.916907100006938],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
168,0,168,[np.float64(-0.03611111111111111)],[np.float64(-0.1638888888888889)],[1],[0],[0],[1.0135885999770835],['Target'],168,0,168,0,186.9086082999711,,10,186.88281500001904,186.9086082999711,186.9086082999711,0.03663909999886528,187.89660949999234,[np.float64(-0.03611111111111111)],[np.float64(-0.1638888888888889)],[1],[0],[0],[1.0135885999770835],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
169,0,169,[np.float64(-0.18194444444444444)],[np.float64(-0.16666666666666666)],[1],[0],[0],[0.9445731000159867],['Target'],169,0,169,0,187.9419764999766,,5,187.9178209999809,187.9419764999766,187.9419764999766,0.02071589999832213,188.86259610002162,[np.float64(-0.18194444444444444)],[np.float64(-0.16666666666666666)],[1],[0],[0],[0.9445731000159867],['Target'],P3,001,2025-09-30_15h40.16.647,VisualSearch,,2025.1.1,59.767468696889104,2025-09-30 15h40.20.850824 +0530,
