shape,side,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,thisRow.t,notes,Instructions.started,text.started,key_resp_2.started,Instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,rectstim.started,circstim.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,corrKey,correct,congruent,stim_side,resp_side,rectstim.stopped,circstim.stopped,Final_Instructions.started,text_2.started,key_resp_5.started,Final_Instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,experiment.key_resp.keys,experiment.key_resp.rt,experiment.key_resp.duration,Thank_You.started,ThankYou.started,key_resp_3.started,Thank_You.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,age,gender,date,expName,expVersion,psychopyVersion,frameRate,key_for_square,key_for_circle,expStart,
,,,,,,,,,,,,,,,,,,0.0016049999976530671,0.004806999932043254,0.004806999932043254,0.7698092999635264,space,0.7052517998963594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,left,0,0,0,q,0.4517832000274211,None,0,0,0,0,,,,,0.7858378000091761,,,,,,,,,0.7835851999698207,0.7858378000091761,0.9773096999851987,0.9773096999851987,0.9773096999851987,0.9942382000153884,1.4443759999703616,q,0.4517832000274211,None,q,1,1,left,left,,,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,right,1,1,0,p,0.4452919000759721,None,0,1,1,3,,,,,1.4605693999910727,,,,,,,,,1.4451169999083504,1.4605693999910727,1.6441093999892473,1.6441093999892473,1.6441093999892473,1.6606450999388471,2.094681299990043,p,0.4452919000759721,None,p,1,1,right,right,,,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,left,2,2,0,p,0.38448699994478375,None,0,2,2,2,,,,,2.1106372999493033,,,,,,,,,2.0952419999521226,2.1106372999493033,2.2939014999428764,2.2939014999428764,2.2939014999428764,2.310836600023322,2.6944047999568284,p,0.38448699994478375,None,p,1,0,left,right,,,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,right,3,3,0,q,0.33983519999310374,None,0,3,3,1,,,,,2.710631800000556,,,,,,,,,2.694750899914652,2.710631800000556,2.8939674999564886,2.8939674999564886,2.8939674999564886,2.91067639994435,3.2446800000034273,q,0.33983519999310374,None,q,1,0,right,left,,,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,right,4,0,1,q,0.4344558999873698,None,1,0,4,1,,,,,3.2607280999654904,,,,,,,,,3.245287299971096,3.2607280999654904,3.444163899985142,3.444163899985142,3.444163899985142,3.4606333000119776,3.894203700008802,q,0.4344558999873698,None,q,1,0,right,left,,,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,left,5,1,1,p,0.41770350001752377,None,1,1,5,2,,,,,3.910594900022261,,,,,,,,,3.894496599910781,3.910594900022261,4.094043700024486,4.094043700024486,4.094043700024486,4.110589199932292,4.52753219997976,p,0.41770350001752377,None,p,1,0,left,right,,,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,right,6,2,1,p,0.5569957999978215,None,1,2,6,3,,,,,4.544079300016165,,,,,,,,,4.52788840001449,4.544079300016165,4.72739100002218,4.72739100002218,4.72739100002218,4.744124999968335,5.294408099958673,p,0.5569957999978215,None,p,1,1,right,right,5.2273192999418825,5.2273192999418825,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,left,7,3,1,q,0.39321460004430264,None,1,3,7,0,,,,,5.3104972000001,,,,,,,,,5.29495239991229,5.3104972000001,5.493748200009577,5.493748200009577,5.493748200009577,5.5102945999242365,5.894205400021747,q,0.39321460004430264,None,q,1,1,left,left,,,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,right,8,0,2,q,0.44940510008018464,None,2,0,8,1,,,,,5.910272700013593,,,,,,,,,5.894823499955237,5.910272700013593,6.093736600014381,6.093736600014381,6.093736600014381,6.110289599979296,6.544181099976413,q,0.44940510008018464,None,q,1,0,right,left,,,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,left,9,1,2,q,0.4297173001104966,None,2,1,9,0,,,,,6.560257199918851,,,,,,,,,6.544729699962772,6.560257199918851,6.743722999934107,6.743722999934107,6.743722999934107,6.7602844999637455,7.177407099981792,q,0.4297173001104966,None,q,1,1,left,left,,,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,right,10,2,2,p,0.4099571000551805,None,2,2,10,3,,,,,7.193722199997865,,,,,,,,,7.177967599942349,7.193722199997865,7.377102699945681,7.377102699945681,7.377102699945681,7.393700700020418,7.794553500018083,p,0.4099571000551805,None,p,1,1,right,right,,,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,left,11,3,2,p,0.5235300000058487,None,2,3,11,2,,,,,7.810461699962616,,,,,,,,,7.795307399937883,7.810461699962616,7.993758099968545,7.993758099968545,7.993758099968545,8.010390499955975,8.52770189999137,p,0.5235300000058487,None,p,1,0,left,right,8.49389009992592,8.49389009992592,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,right,12,0,3,q,0.4162101000547409,None,3,0,12,1,,,,,8.543776399921626,,,,,,,,,8.528421700000763,8.543776399921626,8.727221700013615,8.727221700013615,8.727221700013615,8.743889299919829,9.144073599949479,q,0.4162101000547409,None,q,1,0,right,left,,,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,left,13,1,3,p,0.574505600030534,None,3,1,13,2,,,,,9.160390799981542,,,,,,,,,9.144361199927516,9.160390799981542,9.343920000013895,9.343920000013895,9.343920000013895,9.360503799980506,9.927565899910405,p,0.574505600030534,None,p,1,0,left,right,9.843762599979527,9.843762599979527,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,right,14,2,3,p,0.49177820002660155,None,3,2,14,3,,,,,9.943710599909537,,,,,,,,,9.928314799908549,9.943710599909537,10.12727019994054,10.12727019994054,10.12727019994054,10.143822100013494,10.62766300002113,p,0.49177820002660155,None,p,1,1,right,right,10.627058599959128,10.627058599959128,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,left,15,3,3,q,0.3875716000329703,None,3,3,15,0,,,,,10.643992399913259,,,,,,,,,10.628181600011885,10.643992399913259,10.82641340000555,10.82641340000555,10.82641340000555,10.827971799997613,11.22733189992141,q,0.3875716000329703,None,q,1,1,left,left,,,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,right,16,0,4,p,0.4098140000132844,None,4,0,16,3,,,,,11.243807399994694,,,,,,,,,11.22775510000065,11.243807399994694,11.427194499992765,11.427194499992765,11.427194499992765,11.443884399952367,11.844143499969505,p,0.4098140000132844,None,p,1,1,right,right,,,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,right,17,1,4,q,0.4376215999945998,None,4,1,17,1,,,,,11.8605099999113,,,,,,,,,11.84453180001583,11.8605099999113,12.043969099991955,12.043969099991955,12.043969099991955,12.060463499976322,12.494347899919376,q,0.4376215999945998,None,q,1,0,right,left,,,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,left,18,2,4,q,0.39014879998285323,None,4,2,18,2,,,,,12.510459200013429,,,,,,,,,12.495091399992816,12.510459200013429,12.693913499941118,12.693913499941118,12.693913499941118,12.710447499994189,13.094364799908362,q,0.39014879998285323,None,p,0,0,left,right,,,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,left,19,3,4,q,0.45184930006507784,None,4,3,19,0,,,,,13.110558499931358,,,,,,,,,13.095151099958457,13.110558499931358,13.293849600013345,13.293849600013345,13.293849600013345,13.310700899921358,13.761107299942523,q,0.45184930006507784,None,q,1,1,left,left,,,,,,,,,,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.761310099973343,13.777288599987514,13.777288599987514,15.69430159998592,space,1.9134892999427393,None,,,,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,right,0,0,0,p,0.37632609996944666,None,,,,,0,0,0,1,15.710325199994259,,,,,,,,,15.700789399910718,15.710325199994259,15.893717699917033,15.893717699917033,15.893717699917033,15.910286900005303,16.277169600012712,,,,q,0,0,right,left,,,,,,,,,,p,0.37632609996944666,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,left,1,1,0,p,0.7269859999651089,None,,,,,0,1,1,2,16.293677899986506,,,,,,,,,16.277521200012416,16.293677899986506,16.477223100024275,16.477223100024275,16.477223100024275,16.493787599960342,17.210366799961776,,,,p,1,0,left,right,16.976976500009187,16.976976500009187,,,,,,,,p,0.7269859999651089,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,left,2,2,0,q,0.5404113000258803,None,,,,,0,2,2,0,17.2272920999676,,,,,,,,,17.210683399927802,17.2272920999676,17.410301299998537,17.410301299998537,17.410301299998537,17.42711849999614,17.96070569998119,,,,q,1,1,left,left,17.910284999990836,17.910284999990836,,,,,,,,q,0.5404113000258803,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,right,3,3,0,p,0.5225496999919415,None,,,,,0,3,3,3,17.977122799959034,,,,,,,,,17.96142730000429,17.977122799959034,18.160374799976125,18.160374799976125,18.160374799976125,18.177006999962032,18.694105400005355,,,,p,1,1,right,right,18.66011159995105,18.66011159995105,,,,,,,,p,0.5225496999919415,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,right,4,0,1,q,0.45116469997446984,None,,,,,1,0,4,1,18.710205400013365,,,,,,,,,18.694573699962348,18.710205400013365,18.893721099942923,18.893721099942923,18.893721099942923,18.91039719991386,19.360730199958198,,,,q,1,0,right,left,,,,,,,,,,q,0.45116469997446984,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,right,5,1,1,p,0.38799820002168417,None,,,,,1,1,5,3,19.377187000005506,,,,,,,,,19.36123169993516,19.377187000005506,19.560407100012526,19.560407100012526,19.560407100012526,19.57688770000823,19.960742299910635,,,,p,1,1,right,right,,,,,,,,,,p,0.38799820002168417,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,left,6,2,1,q,0.3853211000096053,None,,,,,1,2,6,0,19.977063599973917,,,,,,,,,19.961483099963516,19.977063599973917,20.16001230000984,20.16001230000984,20.16001230000984,20.176793699967675,20.560392100014724,,,,q,1,1,left,left,,,,,,,,,,q,0.3853211000096053,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,left,7,3,1,p,1.2408623000374064,None,,,,,1,3,7,2,20.576690200017765,,,,,,,,,20.560990099911578,20.576690200017765,20.760023799957708,20.760023799957708,20.760023799957708,20.77671060001012,22.01026929996442,,,,p,1,0,left,right,21.259850399917923,21.259850399917923,,,,,,,,p,1.2408623000374064,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,right,8,0,2,q,0.4369743000715971,None,,,,,2,0,8,1,22.02670930000022,,,,,,,,,22.01089359994512,22.02670930000022,22.21018950000871,22.21018950000871,22.21018950000871,22.227032199967653,22.66019620001316,,,,q,1,0,right,left,,,,,,,,,,q,0.4369743000715971,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,left,9,1,2,p,0.4103010999970138,None,,,,,2,1,9,2,22.676748599973507,,,,,,,,,22.66050300002098,22.676748599973507,22.860274799983017,22.860274799983017,22.860274799983017,22.87695339997299,23.277472299989313,,,,p,1,0,left,right,,,,,,,,,,p,0.4103010999970138,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,right,10,2,2,p,0.39889130007941276,None,,,,,2,2,10,3,23.293549999943934,,,,,,,,,23.27819380001165,23.293549999943934,23.476927499985322,23.476927499985322,23.476927499985322,23.493467499967664,23.87710959999822,,,,p,1,1,right,right,,,,,,,,,,p,0.39889130007941276,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,left,11,3,2,q,0.5865155999781564,None,,,,,2,3,11,0,23.893609400023706,,,,,,,,,23.877416500006802,23.893609400023706,24.076839999994263,24.076839999994263,24.076839999994263,24.093475500005297,24.677219299948774,,,,q,1,1,left,left,24.576696599950083,24.576696599950083,,,,,,,,q,0.5865155999781564,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,right,12,0,3,p,0.36666699999477714,None,,,,,3,0,12,3,24.693439499940723,,,,,,,,,24.67756899993401,24.693439499940723,24.876936999964528,24.876936999964528,24.876936999964528,24.893748399917968,25.260662099928595,,,,p,1,1,right,right,,,,,,,,,,p,0.36666699999477714,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,left,13,1,3,p,0.4422926000552252,None,,,,,3,1,13,2,25.27682539995294,,,,,,,,,25.26145049999468,25.27682539995294,25.460199899971485,25.460199899971485,25.460199899971485,25.476891099940985,25.91047629993409,,,,p,1,0,left,right,,,,,,,,,,p,0.4422926000552252,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,right,14,2,3,q,0.4331796000478789,None,,,,,3,2,14,1,25.92682179994881,,,,,,,,,25.91118729999289,25.92682179994881,26.11000139999669,26.11000139999669,26.11000139999669,26.126834399998188,26.543881400022656,,,,q,1,0,right,left,,,,,,,,,,q,0.4331796000478789,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,left,15,3,3,q,0.3770494000054896,None,,,,,3,3,15,0,26.560021699988283,,,,,,,,,26.544808999984525,26.560021699988283,26.74365029996261,26.74365029996261,26.74365029996261,26.760069499956444,27.12704659998417,,,,q,1,1,left,left,,,,,,,,,,q,0.3770494000054896,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,right,16,0,4,q,0.33182049996685237,None,,,,,4,0,16,1,27.14350140001625,,,,,,,,,27.127346999943256,27.14350140001625,27.326970199937932,27.326970199937932,27.326970199937932,27.3434447000036,27.660502700018696,,,,q,1,0,right,left,,,,,,,,,,q,0.33182049996685237,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,right,17,1,4,p,0.4279176000272855,None,,,,,4,1,17,3,27.676738900016062,,,,,,,,,27.66126819991041,27.676738900016062,27.860063400003128,27.860063400003128,27.860063400003128,27.876826599938795,28.293722999980673,,,,p,1,1,right,right,,,,,,,,,,p,0.4279176000272855,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,left,18,2,4,p,0.4636390999658033,None,,,,,4,2,18,2,28.30999049998354,,,,,,,,,28.29401610000059,28.30999049998354,28.493593799998052,28.493593799998052,28.493593799998052,28.510108800022863,28.960316199925728,,,,p,1,0,left,right,,,,,,,,,,p,0.4636390999658033,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,left,19,3,4,q,0.4528085000347346,None,,,,,4,3,19,0,28.9768136999337,,,,,,,,,28.960614799987525,28.9768136999337,29.160103800008073,29.160103800008073,29.160103800008073,29.176709899911657,29.627385400002822,,,,q,1,1,left,left,,,,,,,,,,q,0.4528085000347346,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,left,20,0,5,q,0.4240980000467971,None,,,,,5,0,20,0,29.643482999992557,,,,,,,,,29.62804799992591,29.643482999992557,29.826900199986994,29.826900199986994,29.826900199986994,29.843558199936524,30.26036909990944,,,,q,1,1,left,left,,,,,,,,,,q,0.4240980000467971,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,left,21,1,5,q,0.3611775999888778,None,,,,,5,1,21,2,30.27679969999008,,,,,,,,,30.260885199997574,30.27679969999008,30.460262099979445,30.460262099979445,30.460262099979445,30.476780099910684,30.82715599995572,,,,p,0,0,left,right,,,,,,,,,,q,0.3611775999888778,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,right,22,2,5,p,0.4443095000460744,None,,,,,5,2,22,1,30.843276700004935,,,,,,,,,30.827874499955215,30.843276700004935,31.0266972000245,31.0266972000245,31.0266972000245,31.043301499914378,31.47724419995211,,,,q,0,0,right,left,,,,,,,,,,p,0.4443095000460744,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,right,23,3,5,p,0.5445628999732435,None,,,,,5,3,23,3,31.49335190001875,,,,,,,,,31.477926799911074,31.49335190001875,31.67686359991785,31.67686359991785,31.67686359991785,31.69341019995045,32.22709029994439,,,,p,1,1,right,right,32.17654319992289,32.17654319992289,,,,,,,,p,0.5445628999732435,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,right,24,0,6,q,0.5338836000300944,None,,,,,6,0,24,1,32.243307299911976,,,,,,,,,32.22779289993923,32.243307299911976,32.426792399957776,32.426792399957776,32.426792399957776,32.44322159991134,32.976786999963224,,,,q,1,0,right,left,32.92645129992161,32.92645129992161,,,,,,,,q,0.5338836000300944,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,right,25,1,6,p,0.48535450000781566,None,,,,,6,1,25,3,32.99342600000091,,,,,,,,,32.977153899963014,32.99342600000091,33.17673690000083,33.17673690000083,33.17673690000083,33.19329620001372,33.67712979996577,,,,p,1,1,right,right,33.67656489997171,33.67656489997171,,,,,,,,p,0.48535450000781566,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,left,26,2,6,q,0.5043884000042453,None,,,,,6,2,26,0,33.693349699955434,,,,,,,,,33.67785959993489,33.693349699955434,33.876746799913235,33.876746799913235,33.876746799913235,33.89348249998875,34.393356499960646,,,,q,1,1,left,left,34.37624629994389,34.37624629994389,,,,,,,,q,0.5043884000042453,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,left,27,3,6,p,0.4948117999592796,None,,,,,6,3,27,2,34.409597099991515,,,,,,,,,34.39392579998821,34.409597099991515,34.5931279999204,34.5931279999204,34.5931279999204,34.6095155000221,35.0932526999386,,,,p,1,0,left,right,35.09286279999651,35.09286279999651,,,,,,,,p,0.4948117999592796,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,left,28,0,7,q,0.5455093999626115,None,,,,,7,0,28,0,35.10952990001533,,,,,,,,,35.093820399953984,35.10952990001533,35.29303059994709,35.29303059994709,35.29303059994709,35.3095336999977,35.84330830001272,,,,q,1,1,left,left,35.79290280002169,35.79290280002169,,,,,,,,q,0.5455093999626115,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,left,29,1,7,p,0.5632865999359637,None,,,,,7,1,29,2,35.85950159991626,,,,,,,,,35.84395319991745,35.85950159991626,36.04301159991883,36.04301159991883,36.04301159991883,36.05949219991453,36.609984699985944,,,,p,1,0,left,right,36.54314419999719,36.54314419999719,,,,,,,,p,0.5632865999359637,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
square,right,30,2,7,q,0.543867600033991,None,,,,,7,2,30,1,36.62645679991692,,,,,,,,,36.61053399997763,36.62645679991692,36.809791399980895,36.809791399980895,36.809791399980895,36.82659650000278,37.36003119999077,,,,q,1,0,right,left,37.30981369991787,37.30981369991787,,,,,,,,q,0.543867600033991,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
circle,right,31,3,7,p,0.4609712000237778,None,,,,,7,3,31,3,37.376366499927826,,,,,,,,,37.36033309996128,37.376366499927826,37.55974799999967,37.55974799999967,37.55974799999967,37.57662409998011,38.02655509999022,,,,p,1,1,right,right,,,,,,,,,,p,0.4609712000237778,None,,,,,,,,P005,001,21,man,2025-11-20_20h14.08.158,SimonTask,,2025.1.1,59.99458851675276,q,p,2025-11-20 20h14.16.979250 +0530,
